	0	1	2	3	4	5	6	7	8	9
homme	0.020294778048992157	0.005611509084701538	0.0	0.003711915807798505	0.005261227488517761	0.0	0.0	0.0037425353657454252	0.0047477916814386845	0.005111953243613243
nature	0.007605973165482283	0.0	0.005520644597709179	0.0	0.0	0.0	0.0	0.0	0.0	0.0
point	0.00610529538244009	0.007965357042849064	0.002854981692507863	0.003229681635275483	0.010176459327340126	0.0	0.0	0.003745834808796644	0.0	0.0
peuple	0.005867619067430496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
loi	0.005731726065278053	0.0	0.01629507914185524	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grand	0.005699966102838516	0.005073268432170153	0.0	0.005645004566758871	0.0	0.0	0.0	0.0	0.0	0.0040215798653662205
bien	0.0054253325797617435	0.011848360300064087	0.0	0.0	0.006774811074137688	0.0	0.0	0.014335202053189278	0.00566660612821579	0.011641418561339378
esprit	0.004709076602011919	0.0027082471642643213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
voir	0.0044821565970778465	0.008616533130407333	0.0	0.006543586030602455	0.011312455870211124	0.0	0.0	0.008908126503229141	0.006856804713606834	0.014970200136303902
donner	0.004343747161328793	0.006327270530164242	0.0	0.0	0.004028894007205963	0.0	0.0	0.004897015169262886	0.005732402205467224	0.006686958950012922
idée	0.004212009720504284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chose	0.004175631795078516	0.0029304130002856255	0.0	0.0	0.0	0.0	0.0	0.00262541975826025	0.0	0.0038350296672433615
tout	0.003922632429748774	0.004654870834201574	0.00404980406165123	0.004622386768460274	0.005896191578358412	0.0	0.0012166464002802968	0.006574495695531368	0.004558641463518143	0.007385001052170992
seul	0.0038463289383798838	0.0	0.0	0.0	0.004903174005448818	0.0	0.0	0.004249975550919771	0.0	0.0
jamais	0.003724366892129183	0.0	0.0	0.003167494898661971	0.006966743152588606	0.0	0.0	0.0051261247135698795	0.0	0.0
toujours	0.0036088256165385246	0.0	0.0026881839148700237	0.0	0.004285438917577267	0.0	0.0	0.003739406354725361	0.0	0.0
vertu	0.0035618047695606947	0.0	0.0	0.0	0.003982362803071737	0.0	0.0	0.0	0.0	0.0
trouver	0.0034466630313545465	0.0047020092606544495	0.0	0.003926733508706093	0.0033108608331531286	0.0	0.0	0.00670233927667141	0.0	0.0
mal	0.003444562666118145	0.0	0.0	0.0	0.0037517391610890627	0.0	0.0	0.0	0.0	0.0
rendre	0.0034383770544081926	0.003858705284073949	0.0	0.0	0.005152371246367693	0.0	0.0	0.0052489060908555984	0.0	0.0
moins	0.0034305627923458815	0.0	0.0	0.0	0.0062615834176540375	0.0	0.0	0.004894474055618048	0.0	0.0
devenir	0.0033878227695822716	0.0	0.0	0.0	0.0	0.0	0.0	0.002572217956185341	0.0	0.0
servir	0.003336213529109955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dieu	0.0032058837823569775	0.0	0.0	0.0024534915573894978	0.0	0.0	0.0	0.0	0.0	0.007760287262499332
nation	0.002987703774124384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bon	0.0029521798714995384	0.006346822250634432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013524428941309452
crime	0.0028290357440710068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
humain	0.002741107949987054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
art	0.002730367938056588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
principe	0.002642897190526128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
société	0.002602553926408291	0.0	0.0026255124248564243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vice	0.002592076314613223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
roi	0.002498061629012227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
beau	0.0024497832637280226	0.0035032497253268957	0.0	0.0	0.0	0.0	0.0	0.0	0.007661879528313875	0.0052845715545117855
état	0.002434214111417532	0.0	0.0	0.0	0.0027870347257703543	0.0	0.0	0.0	0.0	0.0
raison	0.002418594667688012	0.0	0.0	0.0	0.0035953514743596315	0.0	0.0	0.0	0.0	0.0
un	0.0024150563403964043	0.0028375419788062572	0.003505075117573142	0.00374404015019536	0.0	0.0	0.0	0.0	0.0	0.0
action	0.002375438343733549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
âme	0.0023642596788704395	0.0	0.0	0.0	0.006376275327056646	0.0	0.0	0.0	0.0	0.0
temps	0.002340463222935796	0.003517784643918276	0.0	0.0024925002362579107	0.004261394962668419	0.0	0.0	0.0036130540538579226	0.0	0.0
gens	0.0023211908992379904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ainsi	0.0022766476031392813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heureux	0.002255447208881378	0.0	0.0	0.0	0.0027344608679413795	0.0	0.0	0.0	0.0	0.0
besoin	0.002204916439950466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
encore	0.002166238846257329	0.003803385654464364	0.0	0.0026657781563699245	0.005625552032142878	0.0	0.0	0.006257087457925081	0.0038690806832164526	0.003605632111430168
intérêt	0.002157439012080431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
religion	0.0021524024195969105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mœurs	0.0021363741252571344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sage	0.0021358290687203407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fort	0.002077251672744751	0.005012186244130135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aller	0.0	0.007783154956996441	0.0	0.005856533534824848	0.0	0.0	0.002485464559867978	0.0060637774877250195	0.012113980017602444	0.007635480258613825
