	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
crime	0.02081336437080652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
homme	0.016417910447761194	0.005442494566486448	0.0	0.0	0.0	0.008505315822388993	0.01411532218222881	0.0	0.004646580740497496	0.0	0.0	0.0	0.0	0.0	0.0	0.013564328624629632	0.0	0.011599491162292449	0.013399179345655253	0.018470611523313515	0.031461544982258983	0.0	0.0	0.0	0.0	0.0	0.00886682573704857	0.0	0.01882716212015028	0.004491989082140977
malheureux	0.013446528823771052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006227351772512216	0.0	0.0	0.00946530084645642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
coupable	0.008982609886348076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
horreur	0.008920991373408188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mort	0.008681363823086402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003352149975608056	0.0	0.006071910854633596	0.0	0.0	0.007788140344049555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
voir	0.008455429275640148	0.006627988432453793	0.006923814182484858	0.006729007095531225	0.008102322783802431	0.004061361880587131	0.0	0.006523035838390693	0.027912322469419586	0.011025158547633982	0.009120813397129187	0.012775300438149088	0.0	0.0	0.008144884428815656	0.0	0.0	0.034430235672201395	0.012915017490347023	0.014825634969932356	0.0	0.01379575860630755	0.0	0.005321698315897334	0.009112189346989659	0.010384070621561974	0.0	0.025279776179056756	0.004705473208310719	0.00363520642342199
punir	0.008167876215254005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cruel	0.00725729152403122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005151940548829926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
affreux	0.006976584965082843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004406021098864442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
devenir	0.006928659455018486	0.0	0.0	0.0	0.0	0.004929551557959018	0.0	0.0	0.0	0.0	0.0	0.0072814354968766095	0.0	0.0	0.0	0.0	0.0	0.0	0.004036699468632364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004958398979866055	0.0
vengeance	0.006798575927700945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
jamais	0.006428864850061619	0.0	0.015565656927194563	0.0	0.0	0.00580509877496965	0.0	0.0	0.0	0.0	0.005317982456140351	0.004318342999815414	0.0	0.005978727171204053	0.0	0.0	0.0	0.0	0.011420167762082864	0.0	0.0	0.006793609034617729	0.0	0.0	0.007085265338702589	0.0	0.0	0.005870303756994404	0.007782736762233967	0.0
monstre	0.006415171847186088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sang	0.00612077228536218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005157153808627779	0.0	0.0	0.004094790033106813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scélérat	0.005751061207722854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vie	0.005730521703409558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0156801025910058	0.0	0.0	0.008761078757048011	0.0	0.0	0.0	0.006288052095815631	0.0	0.0	0.0	0.0	0.003718578015766771	0.0	0.0	0.0	0.005277028377298161	0.0	0.0
encore	0.005703135697658497	0.004131266502613475	0.008383343076782354	0.0034960763122033737	0.0	0.0	0.0	0.005581792412045727	0.00591084475823003	0.004132692173670639	0.008203748006379585	0.012546996590014865	0.0	0.0	0.0062546040835615106	0.0	0.0	0.008151446170326728	0.00634857232772916	0.0	0.0	0.006777567454842953	0.0	0.0	0.01816159786186423	0.00895945189235482	0.0	0.010878796962430055	0.0	0.0
croire	0.005627824181843078	0.0	0.013752182333735001	0.0	0.0	0.0	0.0	0.0	0.008110992529348986	0.0	0.0	0.0072425752674069544	0.0	0.003622645620820679	0.0	0.0	0.0	0.017039367970005357	0.0	0.0	0.0	0.011742436395136193	0.0	0.004611036739550795	0.027264818518551736	0.0	0.0	0.012958383293365308	0.008820786282992323	0.0
oser	0.005586745173216486	0.0	0.005885838592807346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071917961078378865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
victime	0.005531973161714364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dieu	0.005531973161714364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007290041868483704	0.0	0.0	0.0	0.0	0.0	0.009196584522866369	0.0	0.0	0.0	0.0	0.0	0.009294355571163884	0.0	0.0	0.039003751632042574	0.0	0.0	0.0	0.0	0.0	0.0
