	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
arriver	0.019688816585325158	0.0	0.0	0.0	0.0	0.0	0.0	0.0044122980215175085	0.0	0.0	0.0	0.0	0.005062401124978028	0.0	0.0	0.0	0.003998033753891529	0.0	0.0	0.004626852883214806	0.006439540803425431	0.0	0.0	0.0	0.0	0.0	0.005333460699558995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056653244685832	0.0
trouver	0.015350602761439954	0.0	0.0	0.0	0.0	0.013361575311256974	0.012151165965812899	0.008703711165733166	0.0	0.0	0.011883453582566013	0.0	0.004992089998242221	0.004482585037274972	0.0	0.0	0.005013927576601671	0.008077489712631026	0.0	0.0	0.00920416041536724	0.0	0.010842846998415907	0.007367869099318337	0.0	0.004852050179752118	0.008915635796277722	0.0	0.006856766111752102	0.0	0.0	0.0	0.0	0.008176916576407156	0.003769317753486619	0.0	0.0	0.012612038119530945	0.0	0.00390702414993913
homme	0.014578901263921912	0.0	0.01547123623011016	0.0	0.0	0.0	0.0	0.0	0.012490826810176126	0.019190348074659493	0.006172383887217906	0.0	0.007382668307259624	0.013951147014406596	0.047067398653887906	0.0	0.0	0.01258191793812338	0.003701713535136426	0.0	0.0	0.010174665083940987	0.0	0.017317181386719012	0.007297069111084308	0.0	0.0	0.0	0.0	0.00941111066989636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019980869380380486	0.012407528794830976	0.0075875541462586
maison	0.014203478913778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012944363209243234	0.0	0.0	0.0	0.0	0.0	0.0	0.010502183038047234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052414702488874235	0.0	0.008186334989496148	0.0	0.0	0.0	0.0	0.0	0.0	0.004268962341021009	0.0	0.0
cheval	0.013911483752554958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004798217804815355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005103474108062553	0.0
partir	0.013744629374713218	0.0	0.0	0.0	0.0	0.0	0.006580743815193054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009488783811752718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
venir	0.012576648729821048	0.0	0.0	0.010473254049821367	0.0	0.007081019174168442	0.007591065479766261	0.0076358947495668295	0.0	0.005443921304859593	0.01656117948812577	0.0	0.009913868869748637	0.0	0.0	0.0	0.008192692118630182	0.007721876957986893	0.003821123649173085	0.0044983291920143945	0.012019352337283592	0.0	0.0	0.0	0.0	0.0	0.0	0.008157006399948886	0.007186418328663261	0.007425644283842275	0.009270065690753277	0.014419141567845524	0.006553268416943999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
voiture	0.012284653568598007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
heure	0.012055228799065615	0.0	0.0	0.012969216463563842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004257827852744661	0.0	0.0	0.0	0.0	0.025404157043879907	0.0	0.009422625225323647	0.0	0.0	0.0	0.004760312684083998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
voir	0.011930088015684312	0.0	0.0	0.007683648999168013	0.0	0.008595741536642734	0.0	0.010335657009308136	0.010396281800391389	0.0	0.028352370232317826	0.013224921630094044	0.01624187027597117	0.0	0.0	0.0	0.00448959528100934	0.017560496503141246	0.006627261329034569	0.0	0.0	0.0	0.005899382749767848	0.02016752490689326	0.0	0.008346531915428513	0.012641097896865199	0.007794946063658726	0.019943959123125105	0.0	0.017823201840674915	0.021313883933256374	0.00788857389375077	0.0	0.0	0.007584930661853739	0.008280528608011364	0.0060048889361249864	0.0	0.005294300840859545
suivre	0.011179243315396487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004280821917808219	0.0	0.0	0.0	0.003831956407101424	0.0	0.0	0.0	0.0046206783549074225	0.0	0.0	0.006469025790420701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004823921539395359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
femme	0.010657823384641054	0.0	0.0	0.008368815151960064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004078045350676744	0.0	0.0	0.0	0.0	0.007671075135894874	0.0	0.0	0.00681040440990543	0.0	0.0	0.0	0.0041309854058617776	0.0	0.0	0.0	0.0	0.004884247309693047	0.008786555070192404	0.0	0.0	0.0	0.0	0.0	0.0	0.10392531972933716	0.009410993538720854	0.0
prendre	0.010052976264964751	0.0	0.0	0.0	0.0	0.012080834451929116	0.018540767844465074	0.0	0.004892367906066536	0.0	0.01084088350894027	0.0	0.007171734927052206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007686991116130881	0.005222994743089707	0.0	0.009922422254191484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011501731556301815	0.0	0.0	0.0	0.0	0.0	0.007492826017642683	0.005758966195336642	0.0
chemin	0.010052976264964751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004882844502703589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
passer	0.009927835481583448	0.0	0.0	0.0	0.0	0.005135278253266505	0.005857135055431162	0.0	0.0	0.0	0.0	0.0	0.006468623659694146	0.0	0.0	0.0	0.003834179911518925	0.004368956699913637	0.0	0.0	0.013772525749734496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006098566012856436	0.004328316721597903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004541623747541905	0.0
route	0.009781837900971927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ville	0.009740124306511493	0.00461718134658736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004710845491298998	0.006903660378263058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conduire	0.008864138822842364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004119724230704557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004834216419948654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gens	0.008634714053309974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009372677805211305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006655283219274776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007584930661853739	0.0	0.004782654904878308	0.0	0.006087030378528354
arrêter	0.008321862094856714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038205329153605016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sortir	0.00819672131147541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004182781234235749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014143389356214495	0.0	0.0	0.0	0.0	0.004550368303290846	0.0	0.0	0.0	0.0	0.0	0.004753909119529856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
monter	0.007988153339173236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ami	0.007320735827806282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010619452696842765	0.0	0.0	0.0	0.0	0.0	0.0	0.031717270926117216	0.0	0.006254819638420016	0.0	0.0	0.0	0.0	0.007598600892534073	0.0	0.023483147856267213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01920596646666293	0.0	0.00421387770390486	0.0
